Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Riverdale,All Households,"2005",Dollars,"63435.46009","208","63435"
Williamsbridge,All Households,"2005",Dollars,"52141.77239","212","52142"
Throgs Neck,All Households,"2005",Dollars,"57712.50261","210","57713"
Pelham Parkway,All Households,"2005",Dollars,"52782.17672","211","52782"
Morrisania,All Households,"2005",Dollars,"24589.9512","203","24590"
East Tremont,All Households,"2005",Dollars,"24589.9512","206","24590"
Bedford Park,All Households,"2005",Dollars,"38340.27187","207","38340"
University Heights,All Households,"2005",Dollars,"25435.07494","205","25435"
Concourse/Highbridge,All Households,"2005",Dollars,"27243.42977","204","27243"
Unionport/Soundview,All Households,"2005",Dollars,"44489.72813","209","44490"
Mott Haven,All Households,"2005",Dollars,"18237.08784","201","18237"
Hunts Point,All Households,"2005",Dollars,"18237.08784","202","18237"
Washington Heights,All Households,"2005",Dollars,"41693.20843","112","41693"
Manhattanville,All Households,"2005",Dollars,"36697.26734","109","36697"
Central Harlem,All Households,"2005",Dollars,"35109.37957","110","35109"
East Harlem,All Households,"2005",Dollars,"35344.28198","111","35344"
Upper East Side,All Households,"2005",Dollars,"108675.8261","108","108676"
Upper West Side,All Households,"2005",Dollars,"110371.3228","107","110371"
Chelsea/Clinton,All Households,"2005",Dollars,"92627.66121","104","92628"
Midtown Business District,All Households,"2005",Dollars,"92627.66121","105","92628"
Murray Hill/Stuyvesant,All Households,"2005",Dollars,"113032.6752","106","113033"
Lower East Side,All Households,"2005",Dollars,"42064.59045","103","42065"
Battery Park/Tribeca,All Households,"2005",Dollars,"121990.4618","101","121990"
Greenwich Village,All Households,"2005",Dollars,"121990.4618","102","121990"
Tottenville,All Households,"2005",Dollars,"105416.0631","503","105416"
South Beach,All Households,"2005",Dollars,"78082.08435","502","78082"
St. George,All Households,"2005",Dollars,"67927.47647","501","67927"
Williamsburg/Greenpoint,All Households,"2005",Dollars,"39966.21645","301","39966"
Bushwick,All Households,"2005",Dollars,"33484.7473","304","33485"
Bedford Stuyvesant,All Households,"2005",Dollars,"40424.21053","303","40424"
Fort Greene/Brooklyn Hts,All Households,"2005",Dollars,"67081.04043","302","67081"
Park Slope,All Households,"2005",Dollars,"92972.79714","306","92973"
Crown Heights North,All Households,"2005",Dollars,"39833.67375","308","39834"
Brownsville,All Households,"2005",Dollars,"29125.27361","316","29125"
East New York,All Households,"2005",Dollars,"40518.69641","305","40519"
Canarsie,All Households,"2005",Dollars,"68888.08296","318","68888"
East Flatbush,All Households,"2005",Dollars,"54855.61694","317","54856"
Crown Heights South,All Households,"2005",Dollars,"48787.52353","309","48788"
Sunset Park,All Households,"2005",Dollars,"49662.83025","307","49663"
Bay Ridge,All Households,"2005",Dollars,"63781.90833","310","63782"
Borough Park,All Households,"2005",Dollars,"42869.03276","312","42869"
Flatbush/Midwood,All Households,"2005",Dollars,"48984.36912","314","48984"
Sheepshead Bay,All Households,"2005",Dollars,"53997.37016","315","53997"
Bensonhurst,All Households,"2005",Dollars,"52637.82328","311","52638"
Coney Island,All Households,"2005",Dollars,"33209.16347","313","33209"
Astoria,All Households,"2005",Dollars,"49448.92471","401","49449"
Jackson Heights,All Households,"2005",Dollars,"53999.99477","403","54000"
Flushing,All Households,"2005",Dollars,"64493.17707","407","64493"
Bayside,All Households,"2005",Dollars,"86853.52388","411","86854"
Queens Village,All Households,"2005",Dollars,"88630.38341","413","88630"
Fresh Meadows/Briarwood,All Households,"2005",Dollars,"62943.34611","408","62943"
Elmhurst/Corona,All Households,"2005",Dollars,"53906.82119","404","53907"
Rego Park/Forest Hills,All Households,"2005",Dollars,"68637.4329","406","68637"
Sunnyside/Woodside,All Households,"2005",Dollars,"54001.30708","402","54001"
Ridgewood/Glendale,All Households,"2005",Dollars,"63047.01812","405","63047"
Woodhaven,All Households,"2005",Dollars,"60747.86162","409","60748"
Jamaica/St. Albans,All Households,"2005",Dollars,"60901.40119","412","60901"
Howard Beach,All Households,"2005",Dollars,"67874.98432","410","67875"
The Rockaways,All Households,"2005",Dollars,"59190.15685","414","59190"
Bronx,All Households,"2005",Dollars,"38356.01952","36005","38356"
Brooklyn,All Households,"2005",Dollars,"48990.93064","36047","48991"
Manhattan,All Households,"2005",Dollars,"73453.58836","36061","73454"
Queens,All Households,"2005",Dollars,"63112.63332","36081","63113"
Staten Island,All Households,"2005",Dollars,"82705.33113","36085","82705"
New York City,All Households,"2005",Dollars,"56998.60927","3651000","56999"
Riverdale,Families,"2005",Dollars,"65928.83757","208","65929"
Williamsbridge,Families,"2005",Dollars,"58684.91983","212","58685"
Throgs Neck,Families,"2005",Dollars,"71339.46671","210","71339"
Pelham Parkway,Families,"2005",Dollars,"63995.81387","211","63996"
Morrisania,Families,"2005",Dollars,"28847.06518","203","28847"
East Tremont,Families,"2005",Dollars,"28847.06518","206","28847"
Bedford Park,Families,"2005",Dollars,"39865.16905","207","39865"
University Heights,Families,"2005",Dollars,"32146.19728","205","32146"
Concourse/Highbridge,Families,"2005",Dollars,"32215.74939","204","32216"
Unionport/Soundview,Families,"2005",Dollars,"49826.86825","209","49827"
Mott Haven,Families,"2005",Dollars,"21929.91112","201","21930"
Hunts Point,Families,"2005",Dollars,"21929.91112","202","21930"
Washington Heights,Families,"2005",Dollars,"40722.10352","112","40722"
Manhattanville,Families,"2005",Dollars,"42056.71663","109","42057"
Central Harlem,Families,"2005",Dollars,"40676.17288","110","40676"
East Harlem,Families,"2005",Dollars,"39955.71802","111","39956"
Upper East Side,Families,"2005",Dollars,"206147.2011","108","206147"
Upper West Side,Families,"2005",Dollars,"205410.9986","107","205411"
Chelsea/Clinton,Families,"2005",Dollars,"127076.9519","104","127077"
Midtown Business District,Families,"2005",Dollars,"127076.9519","105","127077"
Murray Hill/Stuyvesant,Families,"2005",Dollars,"185377.3667","106","185377"
Lower East Side,Families,"2005",Dollars,"42060.65354","103","42061"
Battery Park/Tribeca,Families,"2005",Dollars,"175920.9045","101","175921"
Greenwich Village,Families,"2005",Dollars,"175920.9045","102","175921"
Tottenville,Families,"2005",Dollars,"113221.6469","503","113222"
South Beach,Families,"2005",Dollars,"86780.03486","502","86780"
St. George,Families,"2005",Dollars,"82175.16033","501","82175"
Williamsburg/Greenpoint,Families,"2005",Dollars,"43867.69606","301","43868"
Bushwick,Families,"2005",Dollars,"37054.21401","304","37054"
Bedford Stuyvesant,Families,"2005",Dollars,"43924.12513","303","43924"
Fort Greene/Brooklyn Hts,Families,"2005",Dollars,"92793.0115","302","92793"
Park Slope,Families,"2005",Dollars,"122381.5284","306","122382"
Crown Heights North,Families,"2005",Dollars,"45669.48937","308","45669"
Brownsville,Families,"2005",Dollars,"32938.82886","316","32939"
East New York,Families,"2005",Dollars,"48892.50784","305","48893"
Canarsie,Families,"2005",Dollars,"80633.20321","318","80633"
East Flatbush,Families,"2005",Dollars,"63987.94005","317","63988"
Crown Heights South,Families,"2005",Dollars,"53891.07354","309","53891"
Sunset Park,Families,"2005",Dollars,"45636.68177","307","45637"
Bay Ridge,Families,"2005",Dollars,"79908.81143","310","79909"
Borough Park,Families,"2005",Dollars,"49874.11119","312","49874"
Flatbush/Midwood,Families,"2005",Dollars,"59540.542","314","59541"
Sheepshead Bay,Families,"2005",Dollars,"66672.91391","315","66673"
Bensonhurst,Families,"2005",Dollars,"60670.43569","311","60670"
Coney Island,Families,"2005",Dollars,"50177.2534","313","50177"
Astoria,Families,"2005",Dollars,"54401.55978","401","54402"
Jackson Heights,Families,"2005",Dollars,"57816.17463","403","57816"
Flushing,Families,"2005",Dollars,"75852.47996","407","75852"
Bayside,Families,"2005",Dollars,"100795.4409","411","100795"
Queens Village,Families,"2005",Dollars,"100176.0335","413","100176"
Fresh Meadows/Briarwood,Families,"2005",Dollars,"79053.18926","408","79053"
Elmhurst/Corona,Families,"2005",Dollars,"57380.48972","404","57380"
Rego Park/Forest Hills,Families,"2005",Dollars,"86747.22726","406","86747"
Sunnyside/Woodside,Families,"2005",Dollars,"60904.02579","402","60904"
Ridgewood/Glendale,Families,"2005",Dollars,"67343.50122","405","67344"
Woodhaven,Families,"2005",Dollars,"73733.1091","409","73733"
Jamaica/St. Albans,Families,"2005",Dollars,"70285.68665","412","70286"
Howard Beach,Families,"2005",Dollars,"79578.11084","410","79578"
The Rockaways,Families,"2005",Dollars,"69297.52178","414","69298"
Bronx,Families,"2005",Dollars,"43909.68979","36005","43910"
Brooklyn,Families,"2005",Dollars,"56859.50505","36047","56860"
Manhattan,Families,"2005",Dollars,"85928.3496","36061","85928"
Queens,Families,"2005",Dollars,"72335.5054","36081","72336"
Staten Island,Families,"2005",Dollars,"93644.69676","36085","93645"
New York City,Families,"2005",Dollars,"64793.69467","3651000","64794"
Riverdale,Families with Children,"2005",Dollars,"48555.24573","208","48555"
Williamsbridge,Families with Children,"2005",Dollars,"51468.56047","212","51469"
Throgs Neck,Families with Children,"2005",Dollars,"66814.64273","210","66815"
Pelham Parkway,Families with Children,"2005",Dollars,"65056.15545","211","65056"
Morrisania,Families with Children,"2005",Dollars,"27669.92855","203","27670"
East Tremont,Families with Children,"2005",Dollars,"27669.92855","206","27670"
Bedford Park,Families with Children,"2005",Dollars,"33902.05995","207","33902"
University Heights,Families with Children,"2005",Dollars,"22271.11014","205","22271"
Concourse/Highbridge,Families with Children,"2005",Dollars,"29353.6145","204","29354"
Unionport/Soundview,Families with Children,"2005",Dollars,"42538.33217","209","42538"
Mott Haven,Families with Children,"2005",Dollars,"16222.70129","201","16223"
Hunts Point,Families with Children,"2005",Dollars,"16222.70129","202","16223"
Washington Heights,Families with Children,"2005",Dollars,"36165.78425","112","36166"
Manhattanville,Families with Children,"2005",Dollars,"23818.31649","109","23818"
Central Harlem,Families with Children,"2005",Dollars,"35597.55664","110","35598"
East Harlem,Families with Children,"2005",Dollars,"34222.26211","111","34222"
Upper East Side,Families with Children,"2005",Dollars,"260466.0857","108","260466"
Upper West Side,Families with Children,"2005",Dollars,"262460.7877","107","262461"
Chelsea/Clinton,Families with Children,"2005",Dollars,"167863.3583","104","167863"
Midtown Business District,Families with Children,"2005",Dollars,"167863.3583","105","167863"
Murray Hill/Stuyvesant,Families with Children,"2005",Dollars,"182978.4751","106","182978"
Lower East Side,Families with Children,"2005",Dollars,"38426.88393","103","38427"
Battery Park/Tribeca,Families with Children,"2005",Dollars,"229653.1893","101","229653"
Greenwich Village,Families with Children,"2005",Dollars,"229653.1893","102","229653"
Tottenville,Families with Children,"2005",Dollars,"113376.4988","503","113376"
South Beach,Families with Children,"2005",Dollars,"84081.93796","502","84082"
St. George,Families with Children,"2005",Dollars,"78929.83269","501","78930"
Williamsburg/Greenpoint,Families with Children,"2005",Dollars,"37203.81666","301","37204"
Bushwick,Families with Children,"2005",Dollars,"28567.54444","304","28568"
Bedford Stuyvesant,Families with Children,"2005",Dollars,"42316.55281","303","42317"
Fort Greene/Brooklyn Hts,Families with Children,"2005",Dollars,"78914.08505","302","78914"
Park Slope,Families with Children,"2005",Dollars,"135003.2677","306","135003"
Crown Heights North,Families with Children,"2005",Dollars,"41235.21436","308","41235"
Brownsville,Families with Children,"2005",Dollars,"29324.74381","316","29325"
East New York,Families with Children,"2005",Dollars,"46851.87522","305","46852"
Canarsie,Families with Children,"2005",Dollars,"77017.80586","318","77018"
East Flatbush,Families with Children,"2005",Dollars,"52838.60579","317","52839"
Crown Heights South,Families with Children,"2005",Dollars,"48130.05925","309","48130"
Sunset Park,Families with Children,"2005",Dollars,"41311.32799","307","41311"
Bay Ridge,Families with Children,"2005",Dollars,"101071.0248","310","101071"
Borough Park,Families with Children,"2005",Dollars,"49504.04148","312","49504"
Flatbush/Midwood,Families with Children,"2005",Dollars,"50454.14953","314","50454"
Sheepshead Bay,Families with Children,"2005",Dollars,"68553.44545","315","68553"
Bensonhurst,Families with Children,"2005",Dollars,"61058.87766","311","61059"
Coney Island,Families with Children,"2005",Dollars,"56358.20495","313","56358"
Astoria,Families with Children,"2005",Dollars,"46330.89055","401","46331"
Jackson Heights,Families with Children,"2005",Dollars,"43897.87905","403","43898"
Flushing,Families with Children,"2005",Dollars,"72426.05437","407","72426"
Bayside,Families with Children,"2005",Dollars,"107625.9829","411","107626"
Queens Village,Families with Children,"2005",Dollars,"108615.4601","413","108615"
Fresh Meadows/Briarwood,Families with Children,"2005",Dollars,"70936.5894","408","70937"
Elmhurst/Corona,Families with Children,"2005",Dollars,"47034.28547","404","47034"
Rego Park/Forest Hills,Families with Children,"2005",Dollars,"98295.50192","406","98296"
Sunnyside/Woodside,Families with Children,"2005",Dollars,"53343.8428","402","53344"
Ridgewood/Glendale,Families with Children,"2005",Dollars,"66045.63262","405","66046"
Woodhaven,Families with Children,"2005",Dollars,"68010.15162","409","68010"
Jamaica/St. Albans,Families with Children,"2005",Dollars,"57249.25932","412","57249"
Howard Beach,Families with Children,"2005",Dollars,"79872.06692","410","79872"
The Rockaways,Families with Children,"2005",Dollars,"60486.71314","414","60487"
Bronx,Families with Children,"2005",Dollars,"36618.5291","36005","36619"
Brooklyn,Families with Children,"2005",Dollars,"51342.5793","36047","51343"
Manhattan,Families with Children,"2005",Dollars,"74357.76577","36061","74358"
Queens,Families with Children,"2005",Dollars,"66331.71488","36081","66332"
Staten Island,Families with Children,"2005",Dollars,"94044.94946","36085","94045"
New York City,Families with Children,"2005",Dollars,"55448.77832","3651000","55449"
Riverdale,Families without Children,"2005",Dollars,"81361.53189","208","81362"
Williamsbridge,Families without Children,"2005",Dollars,"62354.12165","212","62354"
Throgs Neck,Families without Children,"2005",Dollars,"79938.99442","210","79939"
Pelham Parkway,Families without Children,"2005",Dollars,"62258.32346","211","62258"
Morrisania,Families without Children,"2005",Dollars,"32739.35866","203","32739"
East Tremont,Families without Children,"2005",Dollars,"32739.35866","206","32739"
Bedford Park,Families without Children,"2005",Dollars,"66213.60753","207","66214"
University Heights,Families without Children,"2005",Dollars,"41198.46985","205","41198"
Concourse/Highbridge,Families without Children,"2005",Dollars,"46468.68247","204","46469"
Unionport/Soundview,Families without Children,"2005",Dollars,"53195.55246","209","53196"
Mott Haven,Families without Children,"2005",Dollars,"38907.18717","201","38907"
Hunts Point,Families without Children,"2005",Dollars,"38907.18717","202","38907"
Washington Heights,Families without Children,"2005",Dollars,"46485.74242","112","46486"
Manhattanville,Families without Children,"2005",Dollars,"52960.65005","109","52961"
Central Harlem,Families without Children,"2005",Dollars,"46647.1558","110","46647"
East Harlem,Families without Children,"2005",Dollars,"42450.40781","111","42450"
Upper East Side,Families without Children,"2005",Dollars,"180533.6528","108","180534"
Upper West Side,Families without Children,"2005",Dollars,"175224.0711","107","175224"
Chelsea/Clinton,Families without Children,"2005",Dollars,"116629.7002","104","116630"
Midtown Business District,Families without Children,"2005",Dollars,"116629.7002","105","116630"
Murray Hill/Stuyvesant,Families without Children,"2005",Dollars,"186250.0488","106","186250"
Lower East Side,Families without Children,"2005",Dollars,"44384.74381","103","44385"
Battery Park/Tribeca,Families without Children,"2005",Dollars,"164146.9136","101","164147"
Greenwich Village,Families without Children,"2005",Dollars,"164146.9136","102","164147"
Tottenville,Families without Children,"2005",Dollars,"113064.1704","503","113064"
South Beach,Families without Children,"2005",Dollars,"92278.58836","502","92279"
St. George,Families without Children,"2005",Dollars,"85148.84106","501","85149"
Williamsburg/Greenpoint,Families without Children,"2005",Dollars,"52652.25863","301","52652"
Bushwick,Families without Children,"2005",Dollars,"45798.09516","304","45798"
Bedford Stuyvesant,Families without Children,"2005",Dollars,"45337.47647","303","45337"
Fort Greene/Brooklyn Hts,Families without Children,"2005",Dollars,"102552.6159","302","102553"
Park Slope,Families without Children,"2005",Dollars,"113785.9376","306","113786"
Crown Heights North,Families without Children,"2005",Dollars,"57560.27536","308","57560"
Brownsville,Families without Children,"2005",Dollars,"38197.23074","316","38197"
East New York,Families without Children,"2005",Dollars,"58010.39561","305","58010"
Canarsie,Families without Children,"2005",Dollars,"84824.70199","318","84825"
East Flatbush,Families without Children,"2005",Dollars,"74643.84803","317","74644"
Crown Heights South,Families without Children,"2005",Dollars,"61331.83688","309","61332"
Sunset Park,Families without Children,"2005",Dollars,"52540.71279","307","52541"
Bay Ridge,Families without Children,"2005",Dollars,"74667.4695","310","74667"
Borough Park,Families without Children,"2005",Dollars,"53011.82991","312","53012"
Flatbush/Midwood,Families without Children,"2005",Dollars,"68071.82991","314","68072"
Sheepshead Bay,Families without Children,"2005",Dollars,"62401.36459","315","62401"
Bensonhurst,Families without Children,"2005",Dollars,"60250.49843","311","60250"
Coney Island,Families without Children,"2005",Dollars,"45937.19937","313","45937"
Astoria,Families without Children,"2005",Dollars,"66162.42768","401","66162"
Jackson Heights,Families without Children,"2005",Dollars,"69939.23841","403","69939"
Flushing,Families without Children,"2005",Dollars,"80756.55978","407","80757"
Bayside,Families without Children,"2005",Dollars,"99473.95085","411","99474"
Queens Village,Families without Children,"2005",Dollars,"96103.95434","413","96104"
Fresh Meadows/Briarwood,Families without Children,"2005",Dollars,"85388.99268","408","85389"
Elmhurst/Corona,Families without Children,"2005",Dollars,"72008.74172","404","72009"
Rego Park/Forest Hills,Families without Children,"2005",Dollars,"79675.22133","406","79675"
Sunnyside/Woodside,Families without Children,"2005",Dollars,"69138.73301","402","69139"
Ridgewood/Glendale,Families without Children,"2005",Dollars,"68731.91879","405","68732"
Woodhaven,Families without Children,"2005",Dollars,"77487.61067","409","77488"
Jamaica/St. Albans,Families without Children,"2005",Dollars,"80711.94144","412","80712"
Howard Beach,Families without Children,"2005",Dollars,"78851.09446","410","78851"
The Rockaways,Families without Children,"2005",Dollars,"80568.90031","414","80569"
Bronx,Families without Children,"2005",Dollars,"55070.83479","36005","55071"
Brooklyn,Families without Children,"2005",Dollars,"62659.88846","36047","62660"
Manhattan,Families without Children,"2005",Dollars,"94593.49251","36061","94593"
Queens,Families without Children,"2005",Dollars,"79053.18926","36081","79053"
Staten Island,Families without Children,"2005",Dollars,"93105.33984","36085","93105"
New York City,Families without Children,"2005",Dollars,"72309.25932","3651000","72309"
Riverdale,All Households,"2006",Dollars,"62496.20358","208","62496"
Williamsbridge,All Households,"2006",Dollars,"57988.88082","212","57989"
Throgs Neck,All Households,"2006",Dollars,"65815.04727","210","65815"
Pelham Parkway,All Households,"2006",Dollars,"53522.23329","211","53522"
Morrisania,All Households,"2006",Dollars,"23449.26401","203","23449"
East Tremont,All Households,"2006",Dollars,"23449.26401","206","23449"
Bedford Park,All Households,"2006",Dollars,"35930.20088","207","35930"
University Heights,All Households,"2006",Dollars,"25888.50608","205","25889"
Concourse/Highbridge,All Households,"2006",Dollars,"30930.96219","204","30931"
Unionport/Soundview,All Households,"2006",Dollars,"44018.21404","209","44018"
Mott Haven,All Households,"2006",Dollars,"22678.97704","201","22679"
Hunts Point,All Households,"2006",Dollars,"22678.97704","202","22679"
Washington Heights,All Households,"2006",Dollars,"41294.24544","112","41294"
Manhattanville,All Households,"2006",Dollars,"36559.39568","109","36559"
Central Harlem,All Households,"2006",Dollars,"34328.61411","110","34329"
East Harlem,All Households,"2006",Dollars,"34334.96962","111","34335"
Upper East Side,All Households,"2006",Dollars,"122333.2647","108","122333"
Upper West Side,All Households,"2006",Dollars,"115203.6614","107","115204"
Chelsea/Clinton,All Households,"2006",Dollars,"92419.18298","104","92419"
Midtown Business District,All Households,"2006",Dollars,"92419.18298","105","92419"
Murray Hill/Stuyvesant,All Households,"2006",Dollars,"114035.5199","106","114036"
Lower East Side,All Households,"2006",Dollars,"46902.34132","103","46902"
Battery Park/Tribeca,All Households,"2006",Dollars,"120590.5858","101","120591"
Greenwich Village,All Households,"2006",Dollars,"120590.5858","102","120591"
Tottenville,All Households,"2006",Dollars,"104145.0861","503","104145"
South Beach,All Households,"2006",Dollars,"87756.78596","502","87757"
St. George,All Households,"2006",Dollars,"74331.42134","501","74331"
Williamsburg/Greenpoint,All Households,"2006",Dollars,"41065.44733","301","41065"
Bushwick,All Households,"2006",Dollars,"35402.69413","304","35403"
Bedford Stuyvesant,All Households,"2006",Dollars,"35079.83457","303","35080"
Fort Greene/Brooklyn Hts,All Households,"2006",Dollars,"69850.79169","302","69851"
Park Slope,All Households,"2006",Dollars,"94322.02059","306","94322"
Crown Heights North,All Households,"2006",Dollars,"48967.87981","308","48968"
Brownsville,All Households,"2006",Dollars,"29203.53646","316","29204"
East New York,All Households,"2006",Dollars,"35675.98076","305","35676"
Canarsie,All Households,"2006",Dollars,"75142.38352","318","75142"
East Flatbush,All Households,"2006",Dollars,"52754.48852","317","52754"
Crown Heights South,All Households,"2006",Dollars,"43409.35685","309","43409"
Sunset Park,All Households,"2006",Dollars,"59572.67218","307","59573"
Bay Ridge,All Households,"2006",Dollars,"70028.74578","310","70029"
Borough Park,All Households,"2006",Dollars,"50894.86833","312","50895"
Flatbush/Midwood,All Households,"2006",Dollars,"50996.55638","314","50997"
Sheepshead Bay,All Households,"2006",Dollars,"53906.10567","315","53906"
Bensonhurst,All Households,"2006",Dollars,"49209.38893","311","49209"
Coney Island,All Households,"2006",Dollars,"35569.20831","313","35569"
Astoria,All Households,"2006",Dollars,"53529.85989","401","53530"
Jackson Heights,All Households,"2006",Dollars,"60757.33795","403","60757"
Flushing,All Households,"2006",Dollars,"64365.99257","407","64366"
Bayside,All Households,"2006",Dollars,"85763.7002","411","85764"
Queens Village,All Households,"2006",Dollars,"83947.29743","413","83947"
Fresh Meadows/Briarwood,All Households,"2006",Dollars,"72025.64483","408","72026"
Elmhurst/Corona,All Households,"2006",Dollars,"52652.80047","404","52653"
Rego Park/Forest Hills,All Households,"2006",Dollars,"76374.08001","406","76374"
Sunnyside/Woodside,All Households,"2006",Dollars,"56823.28157","402","56823"
Ridgewood/Glendale,All Households,"2006",Dollars,"64161.34537","405","64161"
Woodhaven,All Households,"2006",Dollars,"67014.96624","409","67015"
Jamaica/St. Albans,All Households,"2006",Dollars,"62160.63302","412","62161"
Howard Beach,All Households,"2006",Dollars,"71963.3609","410","71963"
The Rockaways,All Households,"2006",Dollars,"55383.12458","414","55383"
Bronx,All Households,"2006",Dollars,"40032.04254","36005","40032"
Brooklyn,All Households,"2006",Dollars,"51343.56685","36047","51344"
Manhattan,All Households,"2006",Dollars,"76287.64517","36061","76288"
Queens,All Households,"2006",Dollars,"65067.64011","36081","65068"
Staten Island,All Households,"2006",Dollars,"87222.9237","36085","87223"
New York City,All Households,"2006",Dollars,"59080.75625","3651000","59081"
Riverdale,Families,"2006",Dollars,"73353.94497","208","73354"
Williamsbridge,Families,"2006",Dollars,"69278.79642","212","69279"
Throgs Neck,Families,"2006",Dollars,"85238.73565","210","85239"
Pelham Parkway,Families,"2006",Dollars,"62562.30081","211","62562"
Morrisania,Families,"2006",Dollars,"28653.1499","203","28653"
East Tremont,Families,"2006",Dollars,"28653.1499","206","28653"
Bedford Park,Families,"2006",Dollars,"36450.08103","207","36450"
University Heights,Families,"2006",Dollars,"28172.67387","205","28173"
Concourse/Highbridge,Families,"2006",Dollars,"35027.71945","204","35028"
Unionport/Soundview,Families,"2006",Dollars,"51597.78697","209","51598"
Mott Haven,Families,"2006",Dollars,"29776.80284","201","29777"
Hunts Point,Families,"2006",Dollars,"29776.80284","202","29777"
Washington Heights,Families,"2006",Dollars,"39612.57934","112","39613"
Manhattanville,Families,"2006",Dollars,"55751.74375","109","55752"
Central Harlem,Families,"2006",Dollars,"42458.5736","110","42459"
East Harlem,Families,"2006",Dollars,"37126.30655","111","37126"
Upper East Side,Families,"2006",Dollars,"226341.0719","108","226341"
Upper West Side,Families,"2006",Dollars,"214172.8258","107","214173"
Chelsea/Clinton,Families,"2006",Dollars,"129396.7708","104","129397"
Midtown Business District,Families,"2006",Dollars,"129396.7708","105","129397"
Murray Hill/Stuyvesant,Families,"2006",Dollars,"170185.1182","106","170185"
Lower East Side,Families,"2006",Dollars,"45284.23025","103","45284"
Battery Park/Tribeca,Families,"2006",Dollars,"179098.0756","101","179098"
Greenwich Village,Families,"2006",Dollars,"179098.0756","102","179098"
Tottenville,Families,"2006",Dollars,"114123.2259","503","114123"
South Beach,Families,"2006",Dollars,"93422.08136","502","93422"
St. George,Families,"2006",Dollars,"85759.8869","501","85760"
Williamsburg/Greenpoint,Families,"2006",Dollars,"44909.25557","301","44909"
Bushwick,Families,"2006",Dollars,"38698.658","304","38699"
Bedford Stuyvesant,Families,"2006",Dollars,"39476.57157","303","39477"
Fort Greene/Brooklyn Hts,Families,"2006",Dollars,"77854.91222","302","77855"
Park Slope,Families,"2006",Dollars,"107607.5642","306","107608"
Crown Heights North,Families,"2006",Dollars,"53143.44531","308","53143"
Brownsville,Families,"2006",Dollars,"35651.82984","316","35652"
East New York,Families,"2006",Dollars,"44244.46995","305","44244"
Canarsie,Families,"2006",Dollars,"85775.14011","318","85775"
East Flatbush,Families,"2006",Dollars,"58279.96286","317","58280"
Crown Heights South,Families,"2006",Dollars,"50596.15969","309","50596"
Sunset Park,Families,"2006",Dollars,"60804.36867","307","60804"
Bay Ridge,Families,"2006",Dollars,"83723.58373","310","83724"
Borough Park,Families,"2006",Dollars,"55071.70493","312","55072"
Flatbush/Midwood,Families,"2006",Dollars,"54343.36428","314","54343"
Sheepshead Bay,Families,"2006",Dollars,"71542.6266","315","71543"
Bensonhurst,Families,"2006",Dollars,"60482.78022","311","60483"
Coney Island,Families,"2006",Dollars,"59267.60804","313","59268"
Astoria,Families,"2006",Dollars,"57707.96759","401","57708"
Jackson Heights,Families,"2006",Dollars,"63732.98447","403","63733"
Flushing,Families,"2006",Dollars,"75480.49629","407","75480"
Bayside,Families,"2006",Dollars,"102646.4585","411","102646"
Queens Village,Families,"2006",Dollars,"93364.88184","413","93365"
Fresh Meadows/Briarwood,Families,"2006",Dollars,"78312.50844","408","78313"
Elmhurst/Corona,Families,"2006",Dollars,"54034.48683","404","54034"
Rego Park/Forest Hills,Families,"2006",Dollars,"93807.22485","406","93807"
Sunnyside/Woodside,Families,"2006",Dollars,"57071.14619","402","57071"
Ridgewood/Glendale,Families,"2006",Dollars,"71400.26334","405","71400"
Woodhaven,Families,"2006",Dollars,"76703.29507","409","76703"
Jamaica/St. Albans,Families,"2006",Dollars,"69285.15192","412","69285"
Howard Beach,Families,"2006",Dollars,"77660.43383","410","77660"
The Rockaways,Families,"2006",Dollars,"69081.77583","414","69082"
Bronx,Families,"2006",Dollars,"45776.14619","36005","45776"
Brooklyn,Families,"2006",Dollars,"58309.19818","36047","58309"
Manhattan,Families,"2006",Dollars,"90079.08677","36061","90079"
Queens,Families,"2006",Dollars,"72876.01114","36081","72876"
Staten Island,Families,"2006",Dollars,"100106.7995","36085","100107"
New York City,Families,"2006",Dollars,"65881.1445","3651000","65881"
Riverdale,Families with Children,"2006",Dollars,"63607.14551","208","63607"
Williamsbridge,Families with Children,"2006",Dollars,"64151.17657","212","64151"
Throgs Neck,Families with Children,"2006",Dollars,"90878.60905","210","90879"
Pelham Parkway,Families with Children,"2006",Dollars,"54748.84537","211","54749"
Morrisania,Families with Children,"2006",Dollars,"23463.24612","203","23463"
East Tremont,Families with Children,"2006",Dollars,"23463.24612","206","23463"
Bedford Park,Families with Children,"2006",Dollars,"27940.06246","207","27940"
University Heights,Families with Children,"2006",Dollars,"25528.7846","205","25529"
Concourse/Highbridge,Families with Children,"2006",Dollars,"29493.3474","204","29493"
Unionport/Soundview,Families with Children,"2006",Dollars,"44489.79237","209","44490"
Mott Haven,Families with Children,"2006",Dollars,"23731.44835","201","23731"
Hunts Point,Families with Children,"2006",Dollars,"23731.44835","202","23731"
Washington Heights,Families with Children,"2006",Dollars,"31809.29271","112","31809"
Manhattanville,Families with Children,"2006",Dollars,"58239.28764","109","58239"
Central Harlem,Families with Children,"2006",Dollars,"40357.44429","110","40357"
East Harlem,Families with Children,"2006",Dollars,"31068.24105","111","31068"
