Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Upper West Side,All Households,"2017",Dollars,"129213.5485","107","129214"
Upper East Side,All Households,"2017",Dollars,"136987.5956","108","136988"
Manhattanville,All Households,"2017",Dollars,"52196.87535","109","52197"
Central Harlem,All Households,"2017",Dollars,"51165.41136","110","51165"
East Harlem,All Households,"2017",Dollars,"38348.76731","111","38349"
Washington Heights,All Households,"2017",Dollars,"58802.8338","112","58803"
Mott Haven,All Households,"2017",Dollars,"21866.20222","201","21866"
Hunts Point,All Households,"2017",Dollars,"21866.20222","202","21866"
Morrisania,All Households,"2017",Dollars,"27087.14127","203","27087"
Concourse/Highbridge,All Households,"2017",Dollars,"32226.7313","204","32227"
University Heights,All Households,"2017",Dollars,"31461.21607","205","31461"
East Tremont,All Households,"2017",Dollars,"27087.14127","206","27087"
Bedford Park,All Households,"2017",Dollars,"36873.01247","207","36873"
Riverdale,All Households,"2017",Dollars,"56303.95845","208","56304"
Unionport/Soundview,All Households,"2017",Dollars,"41722.6662","209","41723"
Throgs Neck,All Households,"2017",Dollars,"62077.65374","210","62078"
Pelham Parkway,All Households,"2017",Dollars,"50079.71468","211","50080"
Williamsbridge,All Households,"2017",Dollars,"61296.49446","212","61296"
Williamsburg/Greenpoint,All Households,"2017",Dollars,"79897.26316","301","79897"
Fort Greene/Brooklyn Hts,All Households,"2017",Dollars,"96536.2687","302","96536"
Bedford Stuyvesant,All Households,"2017",Dollars,"54135.69391","303","54136"
Bushwick,All Households,"2017",Dollars,"52830.98061","304","52831"
East New York,All Households,"2017",Dollars,"38365.45429","305","38365"
Park Slope,All Households,"2017",Dollars,"140591.9834","306","140592"
Sunset Park,All Households,"2017",Dollars,"59225.22299","307","59225"
Crown Heights North,All Households,"2017",Dollars,"62687.77147","308","62688"
Crown Heights South,All Households,"2017",Dollars,"53264.84211","309","53265"
Bay Ridge,All Households,"2017",Dollars,"71627.82133","310","71628"
Bensonhurst,All Households,"2017",Dollars,"55789.79086","311","55790"
Borough Park,All Households,"2017",Dollars,"47311.76177","312","47312"
Coney Island,All Households,"2017",Dollars,"37668.77285","313","37669"
Flatbush/Midwood,All Households,"2017",Dollars,"59029.15097","314","59029"
Sheepshead Bay,All Households,"2017",Dollars,"63904.87812","315","63905"
Brownsville,All Households,"2017",Dollars,"21123.63158","316","21124"
East Flatbush,All Households,"2017",Dollars,"51467.86288","317","51468"
Canarsie,All Households,"2017",Dollars,"79937.93767","318","79938"
Astoria,All Households,"2017",Dollars,"69232.19668","401","69232"
Sunnyside/Woodside,All Households,"2017",Dollars,"70251.14543","402","70251"
Jackson Heights,All Households,"2017",Dollars,"59031.23684","403","59031"
Elmhurst/Corona,All Households,"2017",Dollars,"54224.34349","404","54224"
Ridgewood/Glendale,All Households,"2017",Dollars,"74292.52355","405","74293"
Rego Park/Forest Hills,All Households,"2017",Dollars,"78686.41413","406","78686"
Flushing,All Households,"2017",Dollars,"53485.9446","407","53486"
Fresh Meadows/Briarwood,All Households,"2017",Dollars,"66753.13712","408","66753"
Woodhaven,All Households,"2017",Dollars,"72917.93352","409","72918"
Howard Beach,All Households,"2017",Dollars,"77063.60526","410","77064"
Bayside,All Households,"2017",Dollars,"73167.19529","411","73167"
Jamaica/St. Albans,All Households,"2017",Dollars,"64317.88089","412","64318"
Queens Village,All Households,"2017",Dollars,"89543.38089","413","89543"
The Rockaways,All Households,"2017",Dollars,"56331.07479","414","56331"
St. George,All Households,"2017",Dollars,"65569.40443","501","65569"
South Beach,All Households,"2017",Dollars,"84985.74931","502","84986"
Tottenville,All Households,"2017",Dollars,"100952.0609","503","100952"
Bronx,All Households,"2017",Dollars,"39002.68837","36005","39003"
Brooklyn,All Households,"2017",Dollars,"59386.87812","36047","59387"
Manhattan,All Households,"2017",Dollars,"88723.63296","36061","88724"
Queens,All Households,"2017",Dollars,"67278.77701","36081","67279"
Staten Island,All Households,"2017",Dollars,"82601.59695","36085","82602"
New York City,All Households,"2017",Dollars,"63492.91828","3651000","63493"
Battery Park/Tribeca,Families,"2017",Dollars,"195377.4266","101","195377"
Greenwich Village,Families,"2017",Dollars,"195377.4266","102","195377"
Lower East Side,Families,"2017",Dollars,"39319.741","103","39320"
Chelsea/Clinton,Families,"2017",Dollars,"155424.6233","104","155425"
Midtown Business District,Families,"2017",Dollars,"155424.6233","105","155425"
Murray Hill/Stuyvesant,Families,"2017",Dollars,"198785.7424","106","198786"
Upper West Side,Families,"2017",Dollars,"192425.9169","107","192426"
Upper East Side,Families,"2017",Dollars,"218000.8006","108","218001"
Manhattanville,Families,"2017",Dollars,"54438.14543","109","54438"
Central Harlem,Families,"2017",Dollars,"53809.25485","110","53809"
East Harlem,Families,"2017",Dollars,"45865.20914","111","45865"
Washington Heights,Families,"2017",Dollars,"63707.76316","112","63708"
Mott Haven,Families,"2017",Dollars,"27640.94044","201","27641"
Hunts Point,Families,"2017",Dollars,"27640.94044","202","27641"
Morrisania,Families,"2017",Dollars,"33995.55125","203","33996"
Concourse/Highbridge,Families,"2017",Dollars,"37318.34626","204","37318"
University Heights,Families,"2017",Dollars,"35358.66898","205","35359"
East Tremont,Families,"2017",Dollars,"33995.55125","206","33996"
Bedford Park,Families,"2017",Dollars,"39377.10249","207","39377"
Riverdale,Families,"2017",Dollars,"69757.83657","208","69758"
Unionport/Soundview,Families,"2017",Dollars,"47278.38781","209","47278"
Throgs Neck,Families,"2017",Dollars,"76315.81994","210","76316"
Pelham Parkway,Families,"2017",Dollars,"59384.79224","211","59385"
Williamsbridge,Families,"2017",Dollars,"70960.34211","212","70960"
Williamsburg/Greenpoint,Families,"2017",Dollars,"64583.82964","301","64584"
Fort Greene/Brooklyn Hts,Families,"2017",Dollars,"129803.8504","302","129804"
Bedford Stuyvesant,Families,"2017",Dollars,"58562.95845","303","58563"
Bushwick,Families,"2017",Dollars,"48728.06925","304","48728"
East New York,Families,"2017",Dollars,"50820.19945","305","50820"
Park Slope,Families,"2017",Dollars,"171035.2936","306","171035"
Sunset Park,Families,"2017",Dollars,"57627.4446","307","57627"
Crown Heights North,Families,"2017",Dollars,"69011.09418","308","69011"
Crown Heights South,Families,"2017",Dollars,"63011.08172","309","63011"
Bay Ridge,Families,"2017",Dollars,"86623.15928","310","86623"
Bensonhurst,Families,"2017",Dollars,"64083.22022","311","64083"
Borough Park,Families,"2017",Dollars,"52820.55125","312","52821"
Coney Island,Families,"2017",Dollars,"48141.93906","313","48142"
Flatbush/Midwood,Families,"2017",Dollars,"68816.0651","314","68816"
Sheepshead Bay,Families,"2017",Dollars,"83790.54432","315","83791"
Brownsville,Families,"2017",Dollars,"40852.85734","316","40853"
East Flatbush,Families,"2017",Dollars,"64158.31163","317","64158"
Canarsie,Families,"2017",Dollars,"88524.43213","318","88524"
Astoria,Families,"2017",Dollars,"71440.0928","401","71440"
Sunnyside/Woodside,Families,"2017",Dollars,"74245.59141","402","74246"
Jackson Heights,Families,"2017",Dollars,"61037.84626","403","61038"
Elmhurst/Corona,Families,"2017",Dollars,"54467.34765","404","54467"
Ridgewood/Glendale,Families,"2017",Dollars,"80322.78116","405","80323"
Rego Park/Forest Hills,Families,"2017",Dollars,"102822.0457","406","102822"
Flushing,Families,"2017",Dollars,"62420.77978","407","62421"
Fresh Meadows/Briarwood,Families,"2017",Dollars,"71772.78947","408","71773"
Woodhaven,Families,"2017",Dollars,"80396.82964","409","80397"
Howard Beach,Families,"2017",Dollars,"83404.65789","410","83405"
Bayside,Families,"2017",Dollars,"94752.84765","411","94753"
Jamaica/St. Albans,Families,"2017",Dollars,"77593.4169","412","77593"
Queens Village,Families,"2017",Dollars,"99594.15789","413","99594"
The Rockaways,Families,"2017",Dollars,"70880.03601","414","70880"
St. George,Families,"2017",Dollars,"81075.78116","501","81076"
South Beach,Families,"2017",Dollars,"98938.15097","502","98938"
Tottenville,Families,"2017",Dollars,"118802.9585","503","118803"
Bronx,Families,"2017",Dollars,"45502.26731","36005","45502"
Brooklyn,Families,"2017",Dollars,"68499.01247","36047","68499"
Manhattan,Families,"2017",Dollars,"105467.9751","36061","105468"
Queens,Families,"2017",Dollars,"76403.42659","36081","76403"
Staten Island,Families,"2017",Dollars,"99490.9072","36085","99491"
New York City,Families,"2017",Dollars,"71287.8241","3651000","71288"
Battery Park/Tribeca,Families with Children,"2017",Dollars,"244660.338","101","244660"
Greenwich Village,Families with Children,"2017",Dollars,"244660.338","102","244660"
Lower East Side,Families with Children,"2017",Dollars,"37133.74654","103","37134"
Chelsea/Clinton,Families with Children,"2017",Dollars,"178565.2936","104","178565"
Midtown Business District,Families with Children,"2017",Dollars,"178565.2936","105","178565"
Murray Hill/Stuyvesant,Families with Children,"2017",Dollars,"260734.072","106","260734"
Upper West Side,Families with Children,"2017",Dollars,"256155.5817","107","256156"
Upper East Side,Families with Children,"2017",Dollars,"211715.0236","108","211715"
Manhattanville,Families with Children,"2017",Dollars,"34243.77008","109","34244"
Central Harlem,Families with Children,"2017",Dollars,"41136.53601","110","41137"
East Harlem,Families with Children,"2017",Dollars,"34211.43906","111","34211"
Washington Heights,Families with Children,"2017",Dollars,"63202.98199","112","63203"
Mott Haven,Families with Children,"2017",Dollars,"24087.65651","201","24088"
Hunts Point,Families with Children,"2017",Dollars,"24087.65651","202","24088"
Morrisania,Families with Children,"2017",Dollars,"26940.08726","203","26940"
Concourse/Highbridge,Families with Children,"2017",Dollars,"29018.65928","204","29019"
University Heights,Families with Children,"2017",Dollars,"29899.94044","205","29900"
East Tremont,Families with Children,"2017",Dollars,"26940.08726","206","26940"
Bedford Park,Families with Children,"2017",Dollars,"32612.61773","207","32613"
Riverdale,Families with Children,"2017",Dollars,"52984.29224","208","52984"
Unionport/Soundview,Families with Children,"2017",Dollars,"40232.31025","209","40232"
Throgs Neck,Families with Children,"2017",Dollars,"61120.23823","210","61120"
Pelham Parkway,Families with Children,"2017",Dollars,"49749.10388","211","49749"
Williamsbridge,Families with Children,"2017",Dollars,"61612.50416","212","61613"
Williamsburg/Greenpoint,Families with Children,"2017",Dollars,"52866.44044","301","52866"
Fort Greene/Brooklyn Hts,Families with Children,"2017",Dollars,"154513.097","302","154513"
Bedford Stuyvesant,Families with Children,"2017",Dollars,"45652.45014","303","45652"
Bushwick,Families with Children,"2017",Dollars,"43732.40443","304","43732"
East New York,Families with Children,"2017",Dollars,"42794.80471","305","42795"
Park Slope,Families with Children,"2017",Dollars,"201794.6136","306","201795"
Sunset Park,Families with Children,"2017",Dollars,"54026.1856","307","54026"
Crown Heights North,Families with Children,"2017",Dollars,"57745.2964","308","57745"
Crown Heights South,Families with Children,"2017",Dollars,"51463.69114","309","51464"
Bay Ridge,Families with Children,"2017",Dollars,"63413.65512","310","63414"
Bensonhurst,Families with Children,"2017",Dollars,"57834.98892","311","57835"
Borough Park,Families with Children,"2017",Dollars,"44091.17452","312","44091"
Coney Island,Families with Children,"2017",Dollars,"49375.73269","313","49376"
Flatbush/Midwood,Families with Children,"2017",Dollars,"67071.23269","314","67071"
Sheepshead Bay,Families with Children,"2017",Dollars,"80131.92382","315","80132"
Brownsville,Families with Children,"2017",Dollars,"39046.49169","316","39046"
East Flatbush,Families with Children,"2017",Dollars,"48988.80332","317","48989"
Canarsie,Families with Children,"2017",Dollars,"88722.59003","318","88723"
Astoria,Families with Children,"2017",Dollars,"64851.86427","401","64852"
Sunnyside/Woodside,Families with Children,"2017",Dollars,"69301.03047","402","69301"
Jackson Heights,Families with Children,"2017",Dollars,"53934.4072","403","53934"
Elmhurst/Corona,Families with Children,"2017",Dollars,"45725.45568","404","45725"
Ridgewood/Glendale,Families with Children,"2017",Dollars,"82294.97368","405","82295"
Rego Park/Forest Hills,Families with Children,"2017",Dollars,"100444.151","406","100444"
Flushing,Families with Children,"2017",Dollars,"61089.99307","407","61090"
Fresh Meadows/Briarwood,Families with Children,"2017",Dollars,"62155.87396","408","62156"
Woodhaven,Families with Children,"2017",Dollars,"73952.52632","409","73953"
Howard Beach,Families with Children,"2017",Dollars,"59634.05402","410","59634"
Bayside,Families with Children,"2017",Dollars,"84244.22161","411","84244"
Jamaica/St. Albans,Families with Children,"2017",Dollars,"57691.06371","412","57691"
Queens Village,Families with Children,"2017",Dollars,"89524.60803","413","89525"
The Rockaways,Families with Children,"2017",Dollars,"61540.54155","414","61541"
St. George,Families with Children,"2017",Dollars,"70916.53878","501","70917"
South Beach,Families with Children,"2017",Dollars,"86453.16066","502","86453"
Tottenville,Families with Children,"2017",Dollars,"127005.6524","503","127006"
Bronx,Families with Children,"2017",Dollars,"36887.61357","36005","36888"
Brooklyn,Families with Children,"2017",Dollars,"60109.63296","36047","60110"
Manhattan,Families with Children,"2017",Dollars,"107915.7465","36061","107916"
Queens,Families with Children,"2017",Dollars,"66765.65235","36081","66766"
Staten Island,Families with Children,"2017",Dollars,"94760.1482","36085","94760"
New York City,Families with Children,"2017",Dollars,"60295.27562","3651000","60295"
Battery Park/Tribeca,Families without Children,"2017",Dollars,"178980.3823","101","178980"
Greenwich Village,Families without Children,"2017",Dollars,"178980.3823","102","178980"
Lower East Side,Families without Children,"2017",Dollars,"41145.92244","103","41146"
Chelsea/Clinton,Families without Children,"2017",Dollars,"148296.1537","104","148296"
Midtown Business District,Families without Children,"2017",Dollars,"148296.1537","105","148296"
Murray Hill/Stuyvesant,Families without Children,"2017",Dollars,"177668.3684","106","177668"
Upper West Side,Families without Children,"2017",Dollars,"173438.2188","107","173438"
Upper East Side,Families without Children,"2017",Dollars,"233868.0332","108","233868"
Manhattanville,Families without Children,"2017",Dollars,"63840.21607","109","63840"
Central Harlem,Families without Children,"2017",Dollars,"65603.82133","110","65604"
East Harlem,Families without Children,"2017",Dollars,"48158.62604","111","48159"
Washington Heights,Families without Children,"2017",Dollars,"63976.84072","112","63977"
Mott Haven,Families without Children,"2017",Dollars,"38193.36981","201","38193"
Hunts Point,Families without Children,"2017",Dollars,"38193.36981","202","38193"
Morrisania,Families without Children,"2017",Dollars,"44268.47368","203","44268"
Concourse/Highbridge,Families without Children,"2017",Dollars,"45170.61357","204","45171"
University Heights,Families without Children,"2017",Dollars,"43477.92798","205","43478"
East Tremont,Families without Children,"2017",Dollars,"44268.47368","206","44268"
Bedford Park,Families without Children,"2017",Dollars,"46898.759","207","46899"
Riverdale,Families without Children,"2017",Dollars,"84318.27008","208","84318"
Unionport/Soundview,Families without Children,"2017",Dollars,"60867.84765","209","60868"
Throgs Neck,Families without Children,"2017",Dollars,"87472.10942","210","87472"
Pelham Parkway,Families without Children,"2017",Dollars,"67682.39335","211","67682"
Williamsbridge,Families without Children,"2017",Dollars,"81733.87396","212","81734"
Williamsburg/Greenpoint,Families without Children,"2017",Dollars,"77976.17452","301","77976"
Fort Greene/Brooklyn Hts,Families without Children,"2017",Dollars,"117573.3366","302","117573"
Bedford Stuyvesant,Families without Children,"2017",Dollars,"64574.44321","303","64574"
Bushwick,Families without Children,"2017",Dollars,"50919.27839","304","50919"
East New York,Families without Children,"2017",Dollars,"59208.53601","305","59209"
Park Slope,Families without Children,"2017",Dollars,"152764.0928","306","152764"
Sunset Park,Families without Children,"2017",Dollars,"58381.48753","307","58381"
Crown Heights North,Families without Children,"2017",Dollars,"82307.48892","308","82307"
Crown Heights South,Families without Children,"2017",Dollars,"67014.91413","309","67015"
Bay Ridge,Families without Children,"2017",Dollars,"104023.5083","310","104024"
Bensonhurst,Families without Children,"2017",Dollars,"70973.90028","311","70974"
Borough Park,Families without Children,"2017",Dollars,"72434.01108","312","72434"
Coney Island,Families without Children,"2017",Dollars,"46393.97784","313","46394"
Flatbush/Midwood,Families without Children,"2017",Dollars,"70152.06648","314","70152"
Sheepshead Bay,Families without Children,"2017",Dollars,"85060.84072","315","85061"
Brownsville,Families without Children,"2017",Dollars,"42996.09141","316","42996"
East Flatbush,Families without Children,"2017",Dollars,"76984.34211","317","76984"
Canarsie,Families without Children,"2017",Dollars,"88384.67867","318","88385"
Astoria,Families without Children,"2017",Dollars,"80424.98892","401","80425"
Sunnyside/Woodside,Families without Children,"2017",Dollars,"76656.86011","402","76657"
Jackson Heights,Families without Children,"2017",Dollars,"71560.03047","403","71560"
Elmhurst/Corona,Families without Children,"2017",Dollars,"65817.62327","404","65818"
Ridgewood/Glendale,Families without Children,"2017",Dollars,"79175.55125","405","79176"
Rego Park/Forest Hills,Families without Children,"2017",Dollars,"104165.3477","406","104165"
Flushing,Families without Children,"2017",Dollars,"63223.84072","407","63224"
Fresh Meadows/Briarwood,Families without Children,"2017",Dollars,"83580.91413","408","83581"
Woodhaven,Families without Children,"2017",Dollars,"84454.89474","409","84455"
Howard Beach,Families without Children,"2017",Dollars,"89871.90582","410","89872"
Bayside,Families without Children,"2017",Dollars,"98832.8144","411","98833"
Jamaica/St. Albans,Families without Children,"2017",Dollars,"88188.60665","412","88189"
Queens Village,Families without Children,"2017",Dollars,"103315.3546","413","103315"
The Rockaways,Families without Children,"2017",Dollars,"77582.98753","414","77583"
St. George,Families without Children,"2017",Dollars,"85942.12188","501","85942"
South Beach,Families without Children,"2017",Dollars,"106103.1233","502","106103"
Tottenville,Families without Children,"2017",Dollars,"112258.5332","503","112259"
Bronx,Families without Children,"2017",Dollars,"56712.78947","36005","56713"
Brooklyn,Families without Children,"2017",Dollars,"75020.49307","36047","75020"
Manhattan,Families without Children,"2017",Dollars,"103880.626","36061","103881"
Queens,Families without Children,"2017",Dollars,"81850.68283","36081","81851"
Staten Island,Families without Children,"2017",Dollars,"101653.9571","36085","101654"
New York City,Families without Children,"2017",Dollars,"79247.51385","3651000","79248"
Battery Park/Tribeca,All Households,"2018",Dollars,"150836.2034","101","150836"
Greenwich Village,All Households,"2018",Dollars,"150836.2034","102","150836"
Lower East Side,All Households,"2018",Dollars,"49252.47161","103","49252"
Chelsea/Clinton,All Households,"2018",Dollars,"102911.3575","104","102911"
Midtown Business District,All Households,"2018",Dollars,"102911.3575","105","102911"
Murray Hill/Stuyvesant,All Households,"2018",Dollars,"137342.0687","106","137342"
Upper West Side,All Households,"2018",Dollars,"124029.159","107","124029"
Upper East Side,All Households,"2018",Dollars,"123902.9124","108","123903"
Manhattanville,All Households,"2018",Dollars,"61108.45457","109","61108"
Central Harlem,All Households,"2018",Dollars,"48572.36885","110","48572"
East Harlem,All Households,"2018",Dollars,"33144.82829","111","33145"
Washington Heights,All Households,"2018",Dollars,"54973.2761","112","54973"
Mott Haven,All Households,"2018",Dollars,"26195.15549","201","26195"
Hunts Point,All Households,"2018",Dollars,"26195.15549","202","26195"
Morrisania,All Households,"2018",Dollars,"26949.58085","203","26950"
Concourse/Highbridge,All Households,"2018",Dollars,"33985.79367","204","33986"
University Heights,All Households,"2018",Dollars,"31016.96187","205","31017"
East Tremont,All Households,"2018",Dollars,"26949.58085","206","26950"
Bedford Park,All Households,"2018",Dollars,"34971.3318","207","34971"
Riverdale,All Households,"2018",Dollars,"55610.6179","208","55611"
Unionport/Soundview,All Households,"2018",Dollars,"44261.65765","209","44262"
Throgs Neck,All Households,"2018",Dollars,"55951.6874","210","55952"
Pelham Parkway,All Households,"2018",Dollars,"55409.03056","211","55409"
Williamsbridge,All Households,"2018",Dollars,"52191.77799","212","52192"
Williamsburg/Greenpoint,All Households,"2018",Dollars,"82119.3537","301","82119"
Fort Greene/Brooklyn Hts,All Households,"2018",Dollars,"110405.7234","302","110406"
Bedford Stuyvesant,All Households,"2018",Dollars,"55992.41211","303","55992"
Bushwick,All Households,"2018",Dollars,"54327.78935","304","54328"
East New York,All Households,"2018",Dollars,"42121.57382","305","42122"
Park Slope,All Households,"2018",Dollars,"124868.0882","306","124868"
Sunset Park,All Households,"2018",Dollars,"63589.6079","307","63590"
Crown Heights North,All Households,"2018",Dollars,"66698.93997","308","66699"
Crown Heights South,All Households,"2018",Dollars,"63473.54246","309","63474"
Bay Ridge,All Households,"2018",Dollars,"73713.77231","310","73714"
Bensonhurst,All Households,"2018",Dollars,"55444.66468","311","55445"
Borough Park,All Households,"2018",Dollars,"51466.87804","312","51467"
Coney Island,All Households,"2018",Dollars,"40489.53083","313","40490"
Flatbush/Midwood,All Households,"2018",Dollars,"63264.82829","314","63265"
Sheepshead Bay,All Households,"2018",Dollars,"62821.947","315","62822"
Brownsville,All Households,"2018",Dollars,"33035.88967","316","33036"
East Flatbush,All Households,"2018",Dollars,"59138.39643","317","59138"
Canarsie,All Households,"2018",Dollars,"74323.62493","318","74324"
Astoria,All Households,"2018",Dollars,"68665.94375","401","68666"
Sunnyside/Woodside,All Households,"2018",Dollars,"72348.4762","402","72348"
Jackson Heights,All Households,"2018",Dollars,"62332.23229","403","62332"
Elmhurst/Corona,All Households,"2018",Dollars,"54333.89805","404","54334"
Ridgewood/Glendale,All Households,"2018",Dollars,"78118.15035","405","78118"
Rego Park/Forest Hills,All Households,"2018",Dollars,"82949.11979","406","82949"
Flushing,All Households,"2018",Dollars,"54128.23824","407","54128"
Fresh Meadows/Briarwood,All Households,"2018",Dollars,"71590.99648","408","71591"
Woodhaven,All Households,"2018",Dollars,"73096.79286","409","73097"
Howard Beach,All Households,"2018",Dollars,"76959.53218","410","76960"
Bayside,All Households,"2018",Dollars,"87902.26339","411","87902"
Jamaica/St. Albans,All Households,"2018",Dollars,"65394.73094","412","65395"
Queens Village,All Households,"2018",Dollars,"93064.12115","413","93064"
The Rockaways,All Households,"2018",Dollars,"61748.85073","414","61749"
St. George,All Households,"2018",Dollars,"74473.28826","501","74473"
South Beach,All Households,"2018",Dollars,"92019.53218","502","92020"
Tottenville,All Households,"2018",Dollars,"88459.17388","503","88459"
Bronx,All Households,"2018",Dollars,"39163.94132","36005","39164"
Brooklyn,All Households,"2018",Dollars,"62329.17793","36047","62329"
Manhattan,All Households,"2018",Dollars,"86607.21741","36061","86607"
Queens,All Households,"2018",Dollars,"70575.93294","36081","70576"
Staten Island,All Households,"2018",Dollars,"83654.6755","36085","83655"
New York City,All Households,"2018",Dollars,"64954.904","3651000","64955"
Battery Park/Tribeca,Families,"2018",Dollars,"254530.4935","101","254530"
Greenwich Village,Families,"2018",Dollars,"254530.4935","102","254530"
Lower East Side,Families,"2018",Dollars,"39199.57545","103","39200"
Chelsea/Clinton,Families,"2018",Dollars,"177684.9905","104","177685"
Midtown Business District,Families,"2018",Dollars,"177684.9905","105","177685"
Murray Hill/Stuyvesant,Families,"2018",Dollars,"249876.6766","106","249877"
Upper West Side,Families,"2018",Dollars,"230900.9951","107","230901"
Upper East Side,Families,"2018",Dollars,"217276.5414","108","217277"
Manhattanville,Families,"2018",Dollars,"66800.75176","109","66801"
Central Harlem,Families,"2018",Dollars,"56464.81882","110","56465"
East Harlem,Families,"2018",Dollars,"40301.17902","111","40301"
Washington Heights,Families,"2018",Dollars,"58387.02542","112","58387"
Mott Haven,Families,"2018",Dollars,"34057.06193","201","34057"
Hunts Point,Families,"2018",Dollars,"34057.06193","202","34057"
Morrisania,Families,"2018",Dollars,"33137.70146","203","33138"
Concourse/Highbridge,Families,"2018",Dollars,"41278.5722","204","41279"
University Heights,Families,"2018",Dollars,"35614.78231","205","35615"
East Tremont,Families,"2018",Dollars,"33137.70146","206","33138"
Bedford Park,Families,"2018",Dollars,"39589.5146","207","39590"
Riverdale,Families,"2018",Dollars,"70496.51974","208","70497"
Unionport/Soundview,Families,"2018",Dollars,"49930.53813","209","49931"
Throgs Neck,Families,"2018",Dollars,"69437.67712","210","69438"
Pelham Parkway,Families,"2018",Dollars,"70241.99027","211","70242"
Williamsbridge,Families,"2018",Dollars,"64367.44997","212","64367"
Williamsburg/Greenpoint,Families,"2018",Dollars,"72051.18578","301","72051"
Fort Greene/Brooklyn Hts,Families,"2018",Dollars,"140933.9886","302","140934"
Bedford Stuyvesant,Families,"2018",Dollars,"61531.99162","303","61532"
Bushwick,Families,"2018",Dollars,"47755.83829","304","47756"
East New York,Families,"2018",Dollars,"55259.36723","305","55259"
Park Slope,Families,"2018",Dollars,"162301.229","306","162301"
Sunset Park,Families,"2018",Dollars,"63166.07085","307","63166"
Crown Heights North,Families,"2018",Dollars,"76200.01622","308","76200"
Crown Heights South,Families,"2018",Dollars,"72499.15765","309","72499"
Bay Ridge,Families,"2018",Dollars,"94033.36939","310","94033"
Bensonhurst,Families,"2018",Dollars,"66573.71147","311","66574"
Borough Park,Families,"2018",Dollars,"56433.25717","312","56433"
Coney Island,Families,"2018",Dollars,"52181.59681","313","52182"
Flatbush/Midwood,Families,"2018",Dollars,"75369.23202","314","75369"
Sheepshead Bay,Families,"2018",Dollars,"79603.58437","315","79604"
Brownsville,Families,"2018",Dollars,"48718.97783","316","48719"
East Flatbush,Families,"2018",Dollars,"72668.16522","317","72668"
Canarsie,Families,"2018",Dollars,"88138.46674","318","88138"
Astoria,Families,"2018",Dollars,"77805.58816","401","77806"
Sunnyside/Woodside,Families,"2018",Dollars,"75344.79719","402","75345"
Jackson Heights,Families,"2018",Dollars,"60824.39968","403","60824"
Elmhurst/Corona,Families,"2018",Dollars,"54060.02434","404","54060"
Ridgewood/Glendale,Families,"2018",Dollars,"83958.07463","405","83958"
Rego Park/Forest Hills,Families,"2018",Dollars,"99733.81152","406","99734"
Flushing,Families,"2018",Dollars,"59513.06382","407","59513"
Fresh Meadows/Briarwood,Families,"2018",Dollars,"77524.58761","408","77525"
Woodhaven,Families,"2018",Dollars,"75940.39616","409","75940"
Howard Beach,Families,"2018",Dollars,"91405.60708","410","91406"
Bayside,Families,"2018",Dollars,"103957.9827","411","103958"
Jamaica/St. Albans,Families,"2018",Dollars,"73696.46431","412","73696"
Queens Village,Families,"2018",Dollars,"104649.2848","413","104649"
The Rockaways,Families,"2018",Dollars,"75771.38859","414","75771"
St. George,Families,"2018",Dollars,"102015.4137","501","102015"
South Beach,Families,"2018",Dollars,"106017.6352","502","106018"
Tottenville,Families,"2018",Dollars,"109307.1742","503","109307"
Bronx,Families,"2018",Dollars,"47663.18956","36005","47663"
Brooklyn,Families,"2018",Dollars,"72341.34938","36047","72341"
Manhattan,Families,"2018",Dollars,"109440.5476","36061","109441"
Queens,Families,"2018",Dollars,"77170.28259","36081","77170"
Staten Island,Families,"2018",Dollars,"104291.9254","36085","104292"
New York City,Families,"2018",Dollars,"73577.34451","3651000","73577"
Battery Park/Tribeca,Families with Children,"2018",Dollars,"254530.4935","101","254530"
Greenwich Village,Families with Children,"2018",Dollars,"254530.4935","102","254530"
Lower East Side,Families with Children,"2018",Dollars,"40603.56003","103","40604"
Chelsea/Clinton,Families with Children,"2018",Dollars,"195547.8691","104","195548"
Midtown Business District,Families with Children,"2018",Dollars,"195547.8691","105","195548"
Murray Hill/Stuyvesant,Families with Children,"2018",Dollars,"229061.2561","106","229061"
Upper West Side,Families with Children,"2018",Dollars,"254530.4935","107","254530"
Upper East Side,Families with Children,"2018",Dollars,"254530.4935","108","254530"
Manhattanville,Families with Children,"2018",Dollars,"66199.04408","109","66199"
Central Harlem,Families with Children,"2018",Dollars,"60120.88021","110","60121"
East Harlem,Families with Children,"2018",Dollars,"37862.78664","111","37863"
Washington Heights,Families with Children,"2018",Dollars,"57604.09275","112","57604"
Mott Haven,Families with Children,"2018",Dollars,"30641.27637","201","30641"
Hunts Point,Families with Children,"2018",Dollars,"30641.27637","202","30641"
Morrisania,Families with Children,"2018",Dollars,"26559.6417","203","26560"
Concourse/Highbridge,Families with Children,"2018",Dollars,"33508.29638","204","33508"
University Heights,Families with Children,"2018",Dollars,"25027.37426","205","25027"
East Tremont,Families with Children,"2018",Dollars,"26559.6417","206","26560"
Bedford Park,Families with Children,"2018",Dollars,"34960.1325","207","34960"
Riverdale,Families with Children,"2018",Dollars,"54818.52217","208","54819"
Unionport/Soundview,Families with Children,"2018",Dollars,"44458.15441","209","44458"
Throgs Neck,Families with Children,"2018",Dollars,"62738.46133","210","62738"
